date,model,daily_mae
2025-09-07,PhaseStructuralFusion,154.5017392708
2025-09-07,SSA best config,267.4628901972
2025-09-07,Yesterday,211.9743881944
2025-09-08,7-day same-slot mean,232.4003323412
2025-09-08,DLinear,463.6602838408
2025-09-08,Last Week,281.4061305556
2025-09-08,PhaseStructuralFusion,226.2469053819
2025-09-08,SSA best config,331.2683497883
2025-09-08,Yesterday,227.3342340278
2025-09-09,7-day same-slot mean,191.2358846231
2025-09-09,DLinear,558.7357662494
2025-09-09,Last Week,234.9713451389
2025-09-09,PhaseStructuralFusion,227.0859941667
2025-09-09,SSA best config,395.9673741753
2025-09-09,Yesterday,288.5315395833
2025-09-10,7-day same-slot mean,276.1247870040
2025-09-10,DLinear,427.4302170763
2025-09-10,Last Week,279.2122465278
2025-09-10,PhaseStructuralFusion,314.9100684722
2025-09-10,SSA best config,409.1971439578
2025-09-10,Yesterday,357.9706159722
2025-09-11,7-day same-slot mean,137.6458230160
2025-09-11,DLinear,509.3453231731
2025-09-11,Last Week,195.3703534722
2025-09-11,PhaseStructuralFusion,204.5589346875
2025-09-11,SSA best config,409.1682499701
2025-09-11,Yesterday,334.3642166667
2025-09-12,7-day same-slot mean,125.6252035717
2025-09-12,DLinear,434.2804625745
2025-09-12,Last Week,213.9489916667
2025-09-12,PhaseStructuralFusion,158.0946285069
2025-09-12,SSA best config,220.2139414047
2025-09-12,Yesterday,180.7974048611
2025-09-13,7-day same-slot mean,199.4985042660
2025-09-13,DLinear,507.3875723270
2025-09-13,Last Week,285.6176125000
2025-09-13,PhaseStructuralFusion,224.5114265625
2025-09-13,SSA best config,309.1254485968
2025-09-13,Yesterday,205.1950340278
2025-09-14,7-day same-slot mean,172.2337886908
2025-09-14,DLinear,406.6456843427
2025-09-14,Last Week,204.0034208333
2025-09-14,PhaseStructuralFusion,225.5601693403
2025-09-14,SSA best config,336.0343273085
2025-09-14,Yesterday,279.5752465278
2025-09-15,7-day same-slot mean,167.0981849202
2025-09-15,DLinear,456.9066219642
2025-09-15,Last Week,303.1803270833
2025-09-15,PhaseStructuralFusion,256.9554415625
2025-09-15,SSA best config,384.8620796428
2025-09-15,Yesterday,279.3734791667
2025-09-16,7-day same-slot mean,138.5735679564
2025-09-16,DLinear,405.3453364621
2025-09-16,Last Week,252.3063472222
2025-09-16,PhaseStructuralFusion,214.1328844444
2025-09-16,SSA best config,277.6798315226
2025-09-16,Yesterday,207.8270013889
2025-09-17,7-day same-slot mean,154.9194769840
2025-09-17,DLinear,375.3148469685
2025-09-17,Last Week,169.1982750000
2025-09-17,PhaseStructuralFusion,160.2148848958
2025-09-17,SSA best config,277.1223387522
2025-09-17,Yesterday,180.7955520833
2025-09-18,7-day same-slot mean,114.0121570435
2025-09-18,DLinear,360.2451509729
2025-09-18,Last Week,234.6514784722
2025-09-18,PhaseStructuralFusion,134.9325615278
2025-09-18,SSA best config,243.4889797642
2025-09-18,Yesterday,129.6168340278
2025-09-19,7-day same-slot mean,175.0709267855
2025-09-19,DLinear,349.9199186273
2025-09-19,Last Week,211.9068875000
2025-09-19,PhaseStructuralFusion,158.0652047917
2025-09-19,SSA best config,265.3059353891
2025-09-19,Yesterday,160.7890763889
2025-09-20,7-day same-slot mean,155.8202453376
2025-09-20,DLinear,327.8179035019
2025-09-20,Last Week,309.8495347222
2025-09-20,PhaseStructuralFusion,150.6708496875
2025-09-20,SSA best config,308.7967672661
2025-09-20,Yesterday,162.5460965278
2025-09-21,7-day same-slot mean,155.1580491071
2025-09-21,DLinear,443.9898470608
2025-09-21,Last Week,179.4359284722
2025-09-21,PhaseStructuralFusion,184.6112359375
2025-09-21,SSA best config,314.7759568545
2025-09-21,Yesterday,242.0859777778
2025-09-22,7-day same-slot mean,78.6459820438
2025-09-22,DLinear,350.1153857528
2025-09-22,Last Week,245.4470541667
2025-09-22,PhaseStructuralFusion,142.4046335069
2025-09-22,SSA best config,205.4233152509
2025-09-22,Yesterday,115.1480465278
2025-09-23,7-day same-slot mean,121.7196762897
2025-09-23,DLinear,341.4153830840
2025-09-23,Last Week,194.0979583333
2025-09-23,PhaseStructuralFusion,153.8392831250
2025-09-23,SSA best config,245.4614428206
2025-09-23,Yesterday,128.9440527778
2025-09-24,7-day same-slot mean,105.1594334325
2025-09-24,DLinear,340.5648363690
2025-09-24,Last Week,153.7213937500
2025-09-24,PhaseStructuralFusion,148.2723391319
2025-09-24,SSA best config,242.0331390500
2025-09-24,Yesterday,167.6353097222
2025-09-25,7-day same-slot mean,93.5058164684
2025-09-25,DLinear,358.1349005141
2025-09-25,Last Week,160.1713194444
2025-09-25,PhaseStructuralFusion,104.6410889583
2025-09-25,SSA best config,253.7145565484
2025-09-25,Yesterday,105.3063708333
2025-09-26,7-day same-slot mean,157.1322341269
2025-09-26,DLinear,290.4254971844
2025-09-26,Last Week,131.4735513889
2025-09-26,PhaseStructuralFusion,153.7369015972
2025-09-26,SSA best config,289.7138718227
2025-09-26,Yesterday,189.9756986111
2025-09-27,7-day same-slot mean,194.8270042662
2025-09-27,DLinear,326.3302246913
2025-09-27,Last Week,239.2183638889
2025-09-27,PhaseStructuralFusion,225.3231407986
2025-09-27,SSA best config,395.8381479046
2025-09-27,Yesterday,243.5031548611
2025-09-28,7-day same-slot mean,133.0677940476
2025-09-28,DLinear,324.8762197036
2025-09-28,Last Week,263.2439159722
2025-09-28,PhaseStructuralFusion,168.3042155556
2025-09-28,SSA best config,312.3295237981
2025-09-28,Yesterday,183.0193409722
2025-09-29,7-day same-slot mean,69.8832922618
2025-09-29,DLinear,298.8082912586
2025-09-29,Last Week,118.5193798611
2025-09-29,PhaseStructuralFusion,56.6377067361
2025-09-29,SSA best config,235.7919951081
2025-09-29,Yesterday,83.9278354167
2025-09-30,7-day same-slot mean,168.5032288691
2025-09-30,DLinear,279.3126420001
2025-09-30,Last Week,163.6535618056
2025-09-30,PhaseStructuralFusion,157.1104805903
2025-09-30,SSA best config,275.1050965776
2025-09-30,Yesterday,161.5326694444
2025-10-01,7-day same-slot mean,407.6054584325
2025-10-01,DLinear,637.6490545213
2025-10-01,Last Week,363.7678652778
2025-10-01,PhaseStructuralFusion,424.7220088542
2025-10-01,SSA best config,587.9076714241
2025-10-01,Yesterday,502.8134631944
2025-10-02,7-day same-slot mean,274.3606271824
2025-10-02,DLinear,551.4986726563
2025-10-02,Last Week,237.2420201389
2025-10-02,PhaseStructuralFusion,153.0719800000
2025-10-02,SSA best config,201.5825725040
2025-10-02,Yesterday,213.1416395833
2025-10-03,7-day same-slot mean,171.5229485118
2025-10-03,DLinear,444.5356818644
2025-10-03,Last Week,318.0980354167
2025-10-03,PhaseStructuralFusion,145.3192854514
2025-10-03,SSA best config,140.2676100292
2025-10-03,Yesterday,119.8763194444
2025-10-04,7-day same-slot mean,91.8616561507
2025-10-04,DLinear,291.3143974580
2025-10-04,Last Week,198.0003361111
2025-10-04,PhaseStructuralFusion,128.5462149306
2025-10-04,SSA best config,202.4982425920
2025-10-04,Yesterday,192.5731777778
2025-10-05,7-day same-slot mean,96.4007730158
2025-10-05,DLinear,358.4887702574
2025-10-05,Last Week,268.7046284722
2025-10-05,PhaseStructuralFusion,201.7296296181
2025-10-05,SSA best config,275.2757138048
2025-10-05,Yesterday,154.2802250000
2025-10-06,7-day same-slot mean,91.3368958334
2025-10-06,DLinear,276.8127919428
2025-10-06,Last Week,129.4590715278
2025-10-06,PhaseStructuralFusion,84.2650713194
2025-10-06,SSA best config,181.2615578547
2025-10-06,Yesterday,132.2505826389
2025-10-07,7-day same-slot mean,120.2373730158
2025-10-07,DLinear,270.7260853257
2025-10-07,Last Week,188.2935236111
2025-10-07,PhaseStructuralFusion,91.9384029514
2025-10-07,SSA best config,205.3051183794
2025-10-07,Yesterday,108.3128506944
2025-10-08,7-day same-slot mean,137.8905207343
2025-10-08,DLinear,319.5614750274
2025-10-08,Last Week,342.6717111111
2025-10-08,PhaseStructuralFusion,168.0944223264
2025-10-08,SSA best config,272.0472753322
2025-10-08,Yesterday,134.6093118056
2025-10-09,7-day same-slot mean,121.6334750990
2025-10-09,DLinear,331.1014433462
2025-10-09,Last Week,174.1005631944
2025-10-09,PhaseStructuralFusion,138.8714757986
2025-10-09,SSA best config,270.4124276005
2025-10-09,Yesterday,143.7525194444
2025-10-10,7-day same-slot mean,151.0161568449
2025-10-10,DLinear,368.6807750106
2025-10-10,Last Week,161.5727291667
2025-10-10,PhaseStructuralFusion,115.3858800347
2025-10-10,SSA best config,246.5829861272
2025-10-10,Yesterday,116.0906145833
2025-10-11,7-day same-slot mean,144.2945671627
2025-10-11,DLinear,258.0782209533
2025-10-11,Last Week,129.4468250000
2025-10-11,PhaseStructuralFusion,161.3351406944
2025-10-11,SSA best config,303.0958655777
2025-10-11,Yesterday,228.2257319444
2025-10-12,7-day same-slot mean,120.0522407736
2025-10-12,DLinear,293.2842358172
2025-10-12,Last Week,174.6818888889
2025-10-12,PhaseStructuralFusion,109.2551659722
2025-10-12,SSA best config,283.8267832494
2025-10-12,Yesterday,134.9911416667
2025-10-13,7-day same-slot mean,106.1369625993
2025-10-13,DLinear,295.0435146947
2025-10-13,Last Week,104.2784715278
2025-10-13,PhaseStructuralFusion,104.8053887847
2025-10-13,SSA best config,263.8257136585
2025-10-13,Yesterday,125.4057666667
2025-10-14,7-day same-slot mean,133.8793408729
2025-10-14,DLinear,225.0566152198
2025-10-14,Last Week,112.2888277778
2025-10-14,PhaseStructuralFusion,137.3572157639
2025-10-14,SSA best config,292.4407640600
2025-10-14,Yesterday,168.7081888889
2025-10-15,7-day same-slot mean,193.2857812500
2025-10-15,DLinear,279.3385189261
2025-10-15,Last Week,242.0844652778
2025-10-15,PhaseStructuralFusion,152.7779505208
2025-10-15,SSA best config,319.6560249676
2025-10-15,Yesterday,131.2135104167
2025-10-16,7-day same-slot mean,196.5398092262
2025-10-16,DLinear,249.5933004882
2025-10-16,Last Week,303.1409722222
2025-10-16,PhaseStructuralFusion,183.4740754167
2025-10-16,SSA best config,356.5015643569
2025-10-16,Yesterday,138.1121861111
2025-10-17,7-day same-slot mean,118.1577284723
2025-10-17,DLinear,262.0329496883
2025-10-17,Last Week,299.7382381944
2025-10-17,PhaseStructuralFusion,142.9430966319
2025-10-17,SSA best config,244.2620157126
2025-10-17,Yesterday,128.5699652778
2025-10-18,7-day same-slot mean,110.0610490078
2025-10-18,DLinear,238.8374308281
2025-10-18,Last Week,170.5652687500
2025-10-18,PhaseStructuralFusion,102.4252719097
2025-10-18,SSA best config,267.7086381216
2025-10-18,Yesterday,66.9578833333
2025-10-19,7-day same-slot mean,141.0115026788
2025-10-19,DLinear,238.1544196105
2025-10-19,Last Week,242.1694659722
2025-10-19,PhaseStructuralFusion,178.7364616319
2025-10-19,SSA best config,296.7146890342
2025-10-19,Yesterday,134.4936652778
2025-10-20,7-day same-slot mean,140.1847309522
2025-10-20,DLinear,207.5439700667
2025-10-20,Last Week,303.8336687500
2025-10-20,PhaseStructuralFusion,183.6739541319
2025-10-20,SSA best config,309.8497746689
2025-10-20,Yesterday,169.3258958333
2025-10-21,7-day same-slot mean,174.6995896824
2025-10-21,DLinear,229.1663479116
2025-10-21,Last Week,250.5634458333
2025-10-21,PhaseStructuralFusion,164.5855059375
2025-10-21,SSA best config,331.1801951256
2025-10-21,Yesterday,122.0415423611
2025-10-22,7-day same-slot mean,161.9626595240
2025-10-22,DLinear,219.1934053509
2025-10-22,Last Week,194.6653798611
2025-10-22,PhaseStructuralFusion,138.7714974653
2025-10-22,SSA best config,354.7451584117
2025-10-22,Yesterday,127.1473611111
2025-10-23,7-day same-slot mean,105.4699759921
2025-10-23,DLinear,202.3794924008
2025-10-23,Last Week,123.8831527778
2025-10-23,PhaseStructuralFusion,87.7643337847
2025-10-23,SSA best config,324.7461930168
2025-10-23,Yesterday,144.0593520833
2025-10-24,7-day same-slot mean,79.2015626981
2025-10-24,DLinear,200.9708639194
2025-10-24,Last Week,127.0975958333
2025-10-24,PhaseStructuralFusion,92.0151874306
2025-10-24,SSA best config,193.5307466278
2025-10-24,Yesterday,114.7502333333
2025-10-25,7-day same-slot mean,83.5764389883
2025-10-25,DLinear,216.9612305485
2025-10-25,Last Week,158.3634798611
2025-10-25,PhaseStructuralFusion,106.8468575000
2025-10-25,SSA best config,197.2784348183
2025-10-25,Yesterday,99.4794576389
2025-10-26,7-day same-slot mean,67.5325412696
2025-10-26,DLinear,201.8956763926
2025-10-26,Last Week,138.6610548611
2025-10-26,PhaseStructuralFusion,96.7559698264
2025-10-26,SSA best config,237.8522992482
2025-10-26,Yesterday,82.0607069444
2025-10-27,7-day same-slot mean,189.3835551588
2025-10-27,DLinear,254.1087256812
2025-10-27,Last Week,221.5905847222
2025-10-27,PhaseStructuralFusion,194.2074988542
2025-10-27,SSA best config,367.8096808930
2025-10-27,Yesterday,186.0429743056
2025-10-28,7-day same-slot mean,88.4065685516
2025-10-28,DLinear,180.8009412942
2025-10-28,Last Week,147.7939236111
2025-10-28,PhaseStructuralFusion,88.3669823958
2025-10-28,SSA best config,220.4074967588
2025-10-28,Yesterday,175.5796687500
2025-10-29,7-day same-slot mean,191.0813361112
2025-10-29,DLinear,212.2868252987
2025-10-29,Last Week,165.8907687500
2025-10-29,PhaseStructuralFusion,148.6935000000
2025-10-29,SSA best config,326.9316919894
2025-10-29,Yesterday,161.8687715278
2025-10-30,7-day same-slot mean,83.2214989086
2025-10-30,DLinear,190.9251209175
2025-10-30,Last Week,128.3718666667
2025-10-30,PhaseStructuralFusion,116.9918363889
2025-10-30,SSA best config,387.1056185016
2025-10-30,Yesterday,181.6410402778
2025-10-31,7-day same-slot mean,182.6230716270
2025-10-31,DLinear,201.6143227358
2025-10-31,Last Week,244.6154520833
2025-10-31,PhaseStructuralFusion,210.2534018056
2025-10-31,SSA best config,336.4789524115
2025-10-31,Yesterday,188.8453340278
2025-11-01,7-day same-slot mean,86.4104793650
2025-11-01,DLinear,173.1100443487
2025-11-01,Last Week,151.5578479167
2025-11-01,PhaseStructuralFusion,76.0484377778
2025-11-01,SSA best config,289.3750865527
2025-11-01,Yesterday,100.5021173611
2025-11-02,7-day same-slot mean,96.0943149801
2025-11-02,DLinear,170.5794222015
2025-11-02,Last Week,164.8771951389
2025-11-02,PhaseStructuralFusion,92.1729585764
2025-11-02,SSA best config,273.3654941352
2025-11-02,Yesterday,81.5471000000
2025-11-03,7-day same-slot mean,129.5250486112
2025-11-03,DLinear,188.6208901199
2025-11-03,Last Week,261.1821888889
2025-11-03,PhaseStructuralFusion,171.7081047917
2025-11-03,SSA best config,273.5118575078
2025-11-03,Yesterday,131.4286916667
2025-11-04,7-day same-slot mean,97.6199574405
2025-11-04,DLinear,173.2796178844
2025-11-04,Last Week,143.4471638889
2025-11-04,PhaseStructuralFusion,103.8294583681
2025-11-04,SSA best config,300.2209885929
2025-11-04,Yesterday,107.2210659722
2025-11-05,7-day same-slot mean,73.7209738094
2025-11-05,DLinear,146.9439878995
2025-11-05,Last Week,92.1274319444
2025-11-05,PhaseStructuralFusion,92.0302575347
2025-11-05,SSA best config,262.4407618631
2025-11-05,Yesterday,106.5454048611
2025-11-06,7-day same-slot mean,164.1575134920
2025-11-06,DLinear,181.4778756089
2025-11-06,Last Week,257.8766000000
2025-11-06,PhaseStructuralFusion,190.8381921528
2025-11-06,SSA best config,333.0619716333
2025-11-06,Yesterday,147.3185375000
2025-11-07,7-day same-slot mean,167.1879327383
2025-11-07,DLinear,194.2070218985
2025-11-07,Last Week,227.3360201389
2025-11-07,PhaseStructuralFusion,151.1001562847
2025-11-07,SSA best config,351.1932491390
2025-11-07,Yesterday,114.0891472222
2025-11-08,7-day same-slot mean,50.3442247022
2025-11-08,DLinear,138.8363159553
2025-11-08,Last Week,122.4699972222
2025-11-08,PhaseStructuralFusion,76.4863359028
2025-11-08,SSA best config,258.1149872047
2025-11-08,Yesterday,136.3040569444
2025-11-09,7-day same-slot mean,105.5105792660
2025-11-09,DLinear,159.6729926247
2025-11-09,Last Week,130.8157444444
2025-11-09,PhaseStructuralFusion,106.9948334028
2025-11-09,SSA best config,254.7968982876
2025-11-09,Yesterday,116.6246236111
2025-11-10,7-day same-slot mean,150.2759146825
2025-11-10,DLinear,165.7957428666
2025-11-10,Last Week,157.9661437500
2025-11-10,PhaseStructuralFusion,118.7458067361
2025-11-10,SSA best config,301.0300440085
2025-11-10,Yesterday,109.6596506944
2025-11-11,7-day same-slot mean,72.0573817463
2025-11-11,DLinear,130.6029427406
2025-11-11,Last Week,154.1384854167
2025-11-11,PhaseStructuralFusion,68.5878493750
2025-11-11,SSA best config,308.2116558877
2025-11-11,Yesterday,102.4771937500
2025-11-12,7-day same-slot mean,88.2183443449
2025-11-12,DLinear,142.2715486950
2025-11-12,Last Week,130.2946347222
2025-11-12,PhaseStructuralFusion,95.7594593750
2025-11-12,SSA best config,278.6887514572
2025-11-12,Yesterday,81.4651222222
2025-11-13,7-day same-slot mean,131.6736562498
2025-11-13,DLinear,170.0782387506
2025-11-13,Last Week,181.7202638889
2025-11-13,PhaseStructuralFusion,149.7974062500
2025-11-13,SSA best config,269.4656651891
2025-11-13,Yesterday,133.0501388889
2025-11-14,7-day same-slot mean,114.6078787699
2025-11-14,DLinear,154.3492460872
2025-11-14,Last Week,245.5387993056
2025-11-14,PhaseStructuralFusion,128.5171263194
2025-11-14,SSA best config,211.6765524478
2025-11-14,Yesterday,84.7532645833
2025-11-15,7-day same-slot mean,75.7110925596
2025-11-15,DLinear,136.6327078531
2025-11-15,Last Week,166.9544715278
2025-11-15,PhaseStructuralFusion,92.1681619792
2025-11-15,SSA best config,282.2093271469
2025-11-15,Yesterday,92.0587208333
2025-11-16,7-day same-slot mean,97.4898701388
2025-11-16,DLinear,143.5507281461
2025-11-16,Last Week,128.7378986111
2025-11-16,PhaseStructuralFusion,93.9887131597
2025-11-16,SSA best config,298.3315408674
2025-11-16,Yesterday,88.4426201389
2025-11-17,7-day same-slot mean,70.3658939486
2025-11-17,DLinear,130.1451269076
2025-11-17,Last Week,80.5246756944
2025-11-17,PhaseStructuralFusion,71.7783804514
2025-11-17,SSA best config,287.1288281215
2025-11-17,Yesterday,88.8114208333
2025-11-18,7-day same-slot mean,111.5402284719
2025-11-18,DLinear,166.7705696909
2025-11-18,Last Week,162.6704229167
2025-11-18,PhaseStructuralFusion,147.0290029167
2025-11-18,SSA best config,271.6175717708
2025-11-18,Yesterday,145.6605840278
2025-11-19,7-day same-slot mean,86.9035215276
2025-11-19,DLinear,129.4613696115
2025-11-19,Last Week,154.2854819444
2025-11-19,PhaseStructuralFusion,99.0979021875
2025-11-19,SSA best config,249.8082663928
2025-11-19,Yesterday,134.2216131944
2025-11-20,7-day same-slot mean,84.7816611113
2025-11-20,DLinear,151.3447054258
2025-11-20,Last Week,102.4738770833
2025-11-20,PhaseStructuralFusion,82.7748700694
2025-11-20,SSA best config,202.7296314333
2025-11-20,Yesterday,137.7901131944
2025-11-21,7-day same-slot mean,69.9868205357
2025-11-21,DLinear,116.8133944867
2025-11-21,Last Week,78.6162652778
2025-11-21,PhaseStructuralFusion,58.4653130556
2025-11-21,SSA best config,218.9993168814
2025-11-21,Yesterday,65.1010569444
2025-11-22,7-day same-slot mean,65.3520146827
2025-11-22,DLinear,125.5395461428
2025-11-22,Last Week,92.3673923611
2025-11-22,PhaseStructuralFusion,76.7652772222
2025-11-22,SSA best config,206.0800445719
2025-11-22,Yesterday,93.9977312500
2025-11-23,7-day same-slot mean,130.9420247024
2025-11-23,DLinear,164.5067873708
2025-11-23,Last Week,111.0238513889
2025-11-23,PhaseStructuralFusion,95.0184645833
2025-11-23,SSA best config,318.8777431475
2025-11-23,Yesterday,106.4934347222
2025-11-24,7-day same-slot mean,88.1025598213
2025-11-24,DLinear,130.8313549297
2025-11-24,Last Week,121.3620958333
2025-11-24,PhaseStructuralFusion,152.6344327778
2025-11-24,SSA best config,321.8267419585
2025-11-24,Yesterday,188.6585041667
2025-11-25,7-day same-slot mean,79.2088050597
2025-11-25,DLinear,133.7547071037
2025-11-25,Last Week,140.7501562500
2025-11-25,PhaseStructuralFusion,127.7553477431
2025-11-25,SSA best config,211.7761425840
2025-11-25,Yesterday,130.7285527778
2025-11-26,7-day same-slot mean,78.3884039681
2025-11-26,DLinear,139.0362138800
2025-11-26,Last Week,102.9993194444
2025-11-26,PhaseStructuralFusion,81.2875270833
2025-11-26,SSA best config,222.8444373903
2025-11-26,Yesterday,72.1043347222
2025-11-27,7-day same-slot mean,81.3848823413
2025-11-27,DLinear,135.4474866569
2025-11-27,Last Week,100.9202451389
2025-11-27,PhaseStructuralFusion,75.9848380903
2025-11-27,SSA best config,287.5061873222
2025-11-27,Yesterday,90.7540888889
2025-11-28,7-day same-slot mean,58.9998650794
2025-11-28,DLinear,126.0396784067
2025-11-28,Last Week,90.9451097222
2025-11-28,PhaseStructuralFusion,99.7456005903
2025-11-28,SSA best config,251.6340784948
2025-11-28,Yesterday,118.4980006944
2025-11-29,7-day same-slot mean,198.1470340276
2025-11-29,DLinear,248.4605002498
2025-11-29,Last Week,213.5137375000
2025-11-29,PhaseStructuralFusion,189.9626418403
2025-11-29,SSA best config,340.0028549817
2025-11-29,Yesterday,173.3726381944
2025-11-30,7-day same-slot mean,145.4133231150
2025-11-30,DLinear,209.6246903301
2025-11-30,Last Week,206.8439694444
2025-11-30,PhaseStructuralFusion,83.5346682639
2025-11-30,SSA best config,236.4735040222
2025-11-30,Yesterday,66.3553375000
2025-12-01,7-day same-slot mean,102.2694678570
2025-12-01,DLinear,172.4331285050
2025-12-01,Last Week,200.9553673611
2025-12-01,PhaseStructuralFusion,97.8048474306
2025-12-01,SSA best config,311.4760013724
2025-12-01,Yesterday,105.6366479167
2025-12-02,7-day same-slot mean,130.1178331347
2025-12-02,DLinear,211.0928182289
2025-12-02,Last Week,203.4369986111
2025-12-02,PhaseStructuralFusion,144.2818044097
2025-12-02,SSA best config,304.0145283260
2025-12-02,Yesterday,119.5607576389
2025-12-03,7-day same-slot mean,106.0885169642
2025-12-03,DLinear,187.2156828358
2025-12-03,Last Week,156.0679604167
2025-12-03,PhaseStructuralFusion,112.6496349306
2025-12-03,SSA best config,294.7345815963
2025-12-03,Yesterday,112.9006812500
2025-12-04,7-day same-slot mean,66.6605714285
2025-12-04,DLinear,129.0502865556
2025-12-04,Last Week,125.7268395833
2025-12-04,PhaseStructuralFusion,91.5745919097
2025-12-04,SSA best config,327.9444734160
2025-12-04,Yesterday,118.2297111111
2025-12-05,7-day same-slot mean,70.7023078372
2025-12-05,DLinear,153.9175858463
2025-12-05,Last Week,160.0943291667
2025-12-05,PhaseStructuralFusion,102.6557393750
2025-12-05,SSA best config,268.0098580660
2025-12-05,Yesterday,80.4852916667
2025-12-06,7-day same-slot mean,96.1178770836
2025-12-06,DLinear,176.5730292571
2025-12-06,Last Week,117.7209798611
2025-12-06,PhaseStructuralFusion,109.6135069792
2025-12-06,SSA best config,224.6783049451
2025-12-06,Yesterday,132.5267166667
2025-12-07,7-day same-slot mean,60.8281751985
2025-12-07,DLinear,149.4426826519
2025-12-07,Last Week,82.9969340278
2025-12-07,PhaseStructuralFusion,91.2938175347
2025-12-07,SSA best config,258.5996260165
2025-12-07,Yesterday,112.2536416667
2025-12-08,7-day same-slot mean,79.0664295636
2025-12-08,DLinear,178.8013485992
2025-12-08,Last Week,122.9083701389
2025-12-08,PhaseStructuralFusion,83.0759924306
2025-12-08,SSA best config,230.8404433808
2025-12-08,Yesterday,68.4986381944
2025-12-09,7-day same-slot mean,82.9074431547
2025-12-09,DLinear,153.9504712333
2025-12-09,Last Week,121.6604972222
2025-12-09,PhaseStructuralFusion,95.1536031944
2025-12-09,SSA best config,203.4000808506
2025-12-09,Yesterday,91.2323861111
2025-12-10,7-day same-slot mean,87.5329838291
2025-12-10,DLinear,192.8522634628
2025-12-10,Last Week,102.1115645833
2025-12-10,PhaseStructuralFusion,101.8510526042
2025-12-10,SSA best config,177.0116330238
2025-12-10,Yesterday,123.5964708333
2025-12-11,7-day same-slot mean,71.9778721230
2025-12-11,DLinear,122.2218509832
2025-12-11,Last Week,62.0261777778
2025-12-11,PhaseStructuralFusion,73.5680713542
2025-12-11,SSA best config,285.9080587384
2025-12-11,Yesterday,127.7051979167
2025-12-12,7-day same-slot mean,109.5558675596
2025-12-12,DLinear,202.3250226931
2025-12-12,Last Week,140.8134361111
2025-12-12,PhaseStructuralFusion,121.3668302778
2025-12-12,SSA best config,245.7742995117
2025-12-12,Yesterday,120.1706736111
2025-12-13,7-day same-slot mean,84.3120989087
2025-12-13,DLinear,185.3730370622
2025-12-13,Last Week,97.5881902778
2025-12-13,PhaseStructuralFusion,79.5546610417
2025-12-13,SSA best config,230.7792709226
2025-12-13,Yesterday,84.3196347222
2025-12-14,7-day same-slot mean,45.3467380952
2025-12-14,DLinear,166.2155981852
2025-12-14,Last Week,82.5023645833
2025-12-14,PhaseStructuralFusion,56.0423985417
2025-12-14,SSA best config,225.4275912705
2025-12-14,Yesterday,82.9977131944
2025-12-15,7-day same-slot mean,78.9997276784
2025-12-15,DLinear,183.9980238749
2025-12-15,Last Week,121.9519041667
2025-12-15,PhaseStructuralFusion,85.7517206250
2025-12-15,SSA best config,240.1522503877
2025-12-15,Yesterday,72.2837819444
2025-12-16,7-day same-slot mean,63.5583026785
2025-12-16,DLinear,169.2686363592
2025-12-16,Last Week,147.8405513889
2025-12-16,PhaseStructuralFusion,74.4655580556
2025-12-16,SSA best config,227.9622107065
2025-12-16,Yesterday,53.6312208333
2025-12-17,7-day same-slot mean,45.6598711309
2025-12-17,DLinear,142.1618487828
2025-12-17,Last Week,88.2181930556
2025-12-17,PhaseStructuralFusion,46.7296464583
2025-12-17,SSA best config,251.6567671665
2025-12-17,Yesterday,62.1762152778
2025-12-18,7-day same-slot mean,94.6033327383
2025-12-18,DLinear,134.4921406843
2025-12-18,Last Week,93.4708833333
2025-12-18,PhaseStructuralFusion,93.5855073264
2025-12-18,SSA best config,189.0837394031
2025-12-18,Yesterday,109.4787881944
2025-12-19,7-day same-slot mean,77.0284117062
2025-12-19,DLinear,168.2765339283
2025-12-19,Last Week,106.5035875000
2025-12-19,PhaseStructuralFusion,87.9809218750
2025-12-19,SSA best config,228.1704997893
2025-12-19,Yesterday,129.4886180556
2025-12-20,7-day same-slot mean,67.9851380951
2025-12-20,DLinear,147.8448258618
2025-12-20,Last Week,84.9416097222
2025-12-20,PhaseStructuralFusion,65.5661072222
2025-12-20,SSA best config,147.7386437107
2025-12-20,Yesterday,76.8174138889
2025-12-21,7-day same-slot mean,74.5384357145
2025-12-21,DLinear,157.7306379797
2025-12-21,Last Week,54.7222354167
2025-12-21,PhaseStructuralFusion,78.7531084375
2025-12-21,SSA best config,233.3162457666
2025-12-21,Yesterday,121.9697861111
2025-12-22,7-day same-slot mean,38.4867935516
2025-12-22,DLinear,147.8226839508
2025-12-22,Last Week,74.8807562500
2025-12-22,PhaseStructuralFusion,71.5968351042
2025-12-22,SSA best config,235.2669901933
2025-12-22,Yesterday,80.6490736111
2025-12-23,7-day same-slot mean,52.3037228176
2025-12-23,DLinear,136.1744903529
2025-12-23,Last Week,97.2072868056
2025-12-23,PhaseStructuralFusion,71.5309721181
2025-12-23,SSA best config,230.0440207700
2025-12-23,Yesterday,60.2158333333
2025-12-24,7-day same-slot mean,70.4662014881
2025-12-24,DLinear,155.5787585717
2025-12-24,Last Week,86.6463604167
2025-12-24,PhaseStructuralFusion,80.8650286458
2025-12-24,SSA best config,218.3044760749
2025-12-24,Yesterday,87.9688680556
2025-12-25,7-day same-slot mean,56.0919976192
2025-12-25,DLinear,148.4873097756
2025-12-25,Last Week,111.0182138889
2025-12-25,PhaseStructuralFusion,90.2080591667
